id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN6275,Ocean Pearl Inn,Toronto,29,Premium,21000,"Room Service, Pet-friendly, Wi-Fi, Parking",Half Board,Non Veg,True,4511,624,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,11:00
JPN6276,Metropolitan Grand,Shanghai,45,Standard,15000,"Bar, Free Breakfast, Restaurant, Business Center, Spa, Parking",Room Only,,True,440,727,2,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,11:00
JPN6277,Sunset Boulevard Hotel,Paris,151,Luxury,39000,"Room Service, Spa, Free Breakfast",Full Board,Veg,True,715,755,3,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,11:00
JPN6278,Hilltop Luxury Inn,Edinburgh,87,Luxury,58000,"Fitness Center, Spa, Business Center, Wi-Fi, Bar, Free Breakfast",Half Board,Non Veg,False,286,233,3,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,11:00
JPN6279,City Lights Inn,Amsterdam,295,Budget,10000,"Fitness Center, Bar, Business Center",Full Board,Veg,False,1015,87,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
JPN6280,Lakeside Retreat,Lisbon,221,Standard,19000,"Restaurant, Room Service, Wi-Fi",Full Board,Jain,True,2652,705,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,11:00
JPN6281,Hilltop Luxury Inn,Marrakech,13,Premium,29000,"Parking, Wi-Fi, Free Breakfast, Fitness Center, Pet-friendly, Business Center",Half Board,Non Veg,False,610,615,3,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,10:00
JPN6282,Golden Bay Resort,Rio de Janeiro,75,Standard,19000,"Spa, Fitness Center, Room Service, Wi-Fi, Business Center",Full Board,Non veg without Beef,True,1123,170,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,11:00
JPN6283,Central Plaza Suites,Singapore,232,Budget,9000,"Bar, Onsen, Spa, Room Service",Full Board,Both,False,1450,202,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,12:00
JPN6284,Forest Glade Resort,Amsterdam,106,Budget,7000,"Business Center, Spa, Parking",Bed & Breakfast,Veg,False,526,582,3,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,11:00
JPN6285,Royal Garden Hotel,Rome,52,Luxury,31000,"Room Service, Restaurant, Business Center, Fitness Center",Full Board,Both,False,496,393,3,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN6286,Lakeside Retreat,Stockholm,214,Standard,16000,"Restaurant, Parking, Free Breakfast",All-Inclusive,Non veg without Beef,False,4513,658,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,11:00
JPN6287,Royal Garden Hotel,Los Angeles,153,Budget,9000,"Restaurant, Free Breakfast, Fitness Center",Half Board,Both,False,4311,729,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,10:00
JPN6288,Metropolitan Grand,Brussels,19,Premium,25000,"Spa, Parking, Restaurant, Wi-Fi, Fitness Center",Bed & Breakfast,Veg,True,3564,751,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,10:00
JPN6289,Lakeside Retreat,Vienna,110,Premium,29000,"Wi-Fi, Spa, Bar, Parking, Onsen",Half Board,Non Veg,True,722,57,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,10:00
JPN6290,Golden Bay Resort,Zurich,205,Luxury,33000,"Restaurant, Parking, Fitness Center, Spa, Business Center, Onsen",All-Inclusive,Vegan,False,2546,885,4,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,12:00
JPN6291,Royal Garden Hotel,Barcelona,288,Budget,5000,"Bar, Business Center, Pet-friendly, Onsen",Full Board,Non Veg,False,2202,105,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,12:00
JPN6292,The Grand Palace,Prague,100,Premium,28000,"Free Breakfast, Spa, Fitness Center, Pet-friendly",Room Only,,True,2432,391,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,11:00
JPN6293,Hilltop Luxury Inn,Berlin,46,Standard,14000,"Onsen, Free Breakfast, Room Service, Spa, Bar",All-Inclusive,Jain,True,4161,775,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,12:00
JPN6294,The Heritage Palace,Toronto,111,Standard,20000,"Spa, Restaurant, Onsen, Pet-friendly, Parking",Full Board,Non Veg,False,1468,760,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,10:00
JPN6295,The Grand Palace,Sydney,34,Budget,8000,"Fitness Center, Free Breakfast, Wi-Fi, Spa",Full Board,Vegan,True,650,77,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,10:00
JPN6296,Lakeside Retreat,Hong Kong,201,Premium,24000,"Bar, Spa, Parking",All-Inclusive,Veg,True,4815,392,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,10:00
JPN6297,Seaside Serenity Resort,Kuala Lumpur,275,Standard,13000,"Restaurant, Room Service, Parking, Business Center, Pet-friendly",Room Only,,True,664,612,3,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,11:00
JPN6298,The Grand Palace,Los Angeles,76,Premium,24000,"Wi-Fi, Onsen, Pet-friendly, Free Breakfast, Restaurant, Business Center",All-Inclusive,Non veg without Beef,True,4601,609,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,12:00
JPN6299,Mountain View Lodge,Rio de Janeiro,115,Premium,23000,"Parking, Wi-Fi, Room Service, Business Center",Bed & Breakfast,Veg,True,261,956,2,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,10:00
JPN6300,Golden Bay Resort,Cape Town,95,Standard,17000,"Parking, Onsen, Pet-friendly, Bar",Room Only,,False,1776,229,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN6301,Forest Glade Resort,Tokyo,150,Standard,13000,"Room Service, Onsen, Bar",Half Board,Veg,True,3645,299,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,12:00
JPN6302,Pine Hill Haven,Seoul,50,Luxury,52000,"Room Service, Restaurant, Wi-Fi, Pet-friendly",All-Inclusive,Jain,False,3019,622,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,12:00
JPN6303,Mountain View Lodge,Shanghai,67,Premium,21000,"Restaurant, Onsen, Bar",Room Only,,False,501,934,2,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,12:00
JPN6304,Hilltop Luxury Inn,Paris,10,Standard,12000,"Bar, Parking, Spa, Onsen, Business Center, Free Breakfast",Bed & Breakfast,Both,True,2209,115,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN6305,Vista Veranda,Barcelona,182,Premium,21000,"Restaurant, Wi-Fi, Spa, Parking, Fitness Center",Full Board,Jain,True,468,875,2,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,11:00
JPN6306,Seaside Serenity Resort,Prague,188,Budget,10000,"Wi-Fi, Restaurant, Pet-friendly, Spa, Parking, Bar",All-Inclusive,Non Veg,True,2185,525,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,11:00
JPN6307,Palm Grove Resort,Bangkok,67,Budget,7000,"Fitness Center, Restaurant, Free Breakfast, Pet-friendly, Spa, Room Service",Bed & Breakfast,Vegan,False,4850,49,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,12:00
JPN6308,Mountain View Lodge,Cape Town,41,Standard,20000,"Room Service, Restaurant, Business Center, Pet-friendly, Bar",Bed & Breakfast,Non veg without Beef,True,3378,652,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,11:00
JPN6309,City Lights Inn,Brussels,292,Budget,11000,"Business Center, Restaurant, Room Service, Wi-Fi",Full Board,Jain,True,101,185,2,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN6310,Central Plaza Suites,Mexico City,61,Standard,12000,"Free Breakfast, Bar, Wi-Fi, Spa",Full Board,Non veg without Beef,True,2126,171,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,11:00
JPN6311,Seaside Serenity Resort,Cape Town,224,Budget,6000,"Free Breakfast, Pet-friendly, Onsen",All-Inclusive,Non Veg,False,2467,662,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN6312,Pine Hill Haven,Berlin,81,Budget,7000,"Bar, Fitness Center, Wi-Fi, Free Breakfast, Onsen",Full Board,Vegan,True,2548,486,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN6313,Vista Veranda,Edinburgh,150,Standard,12000,"Fitness Center, Onsen, Room Service, Parking, Restaurant, Business Center",Bed & Breakfast,Jain,False,3613,328,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,11:00
JPN6314,The Grand Palace,Istanbul,109,Budget,9000,"Bar, Fitness Center, Spa",Half Board,Non Veg,False,333,902,2,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,12:00
JPN6315,Metropolitan Grand,Cairo,60,Standard,19000,"Onsen, Pet-friendly, Wi-Fi, Free Breakfast, Fitness Center, Bar",All-Inclusive,Vegan,False,2810,530,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,12:00
JPN6316,The Heritage Palace,Hong Kong,118,Luxury,57000,"Onsen, Restaurant, Fitness Center, Parking, Free Breakfast",Half Board,Non veg without Beef,False,3973,164,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,10:00
JPN6317,Golden Bay Resort,Madrid,113,Standard,15000,"Onsen, Free Breakfast, Wi-Fi, Fitness Center, Pet-friendly",All-Inclusive,Non Veg,False,938,647,3,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,10:00
JPN6318,Azure Coast Retreat,Buenos Aires,162,Standard,15000,"Bar, Fitness Center, Parking, Room Service",Room Only,,False,2794,19,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,12:00
JPN6319,Metropolitan Grand,Los Angeles,11,Budget,6000,"Bar, Business Center, Room Service, Restaurant, Free Breakfast, Spa",All-Inclusive,Veg,True,3925,886,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,10:00
JPN6320,Metropolitan Grand,Mexico City,242,Budget,7000,"Spa, Bar, Onsen, Free Breakfast, Pet-friendly, Room Service",Bed & Breakfast,Non veg without Beef,True,361,952,2,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,11:00
JPN6321,City Lights Inn,Brussels,231,Premium,28000,"Room Service, Fitness Center, Business Center",All-Inclusive,Veg,True,1066,349,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,12:00
JPN6322,Sunset Boulevard Hotel,Lisbon,249,Budget,8000,"Wi-Fi, Onsen, Parking, Pet-friendly, Business Center",Room Only,,False,1856,620,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,11:00
JPN6323,Hilltop Luxury Inn,Paris,146,Standard,19000,"Wi-Fi, Room Service, Spa, Pet-friendly, Fitness Center, Bar",Half Board,Non Veg,True,756,477,4,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,10:00
JPN6324,Mountain View Lodge,Rome,17,Standard,15000,"Wi-Fi, Free Breakfast, Pet-friendly, Business Center, Parking, Restaurant",Bed & Breakfast,Non Veg,False,4392,146,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,10:00
JPN6325,Central Plaza Suites,Rio de Janeiro,172,Standard,15000,"Business Center, Parking, Fitness Center, Spa, Onsen, Pet-friendly",Full Board,Veg,False,2399,407,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,12:00
JPN6326,Lakeside Retreat,Istanbul,252,Budget,10000,"Wi-Fi, Fitness Center, Parking, Free Breakfast, Bar, Room Service",All-Inclusive,Veg,False,2243,151,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,12:00
JPN6327,Royal Garden Hotel,Budapest,29,Premium,23000,"Onsen, Free Breakfast, Fitness Center, Restaurant",Room Only,,False,2396,989,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,12:00
JPN6328,Azure Coast Retreat,Tokyo,10,Premium,22000,"Room Service, Spa, Free Breakfast",Half Board,Vegan,True,4612,693,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,10:00
JPN6329,Royal Garden Hotel,Istanbul,26,Budget,12000,"Pet-friendly, Restaurant, Business Center, Onsen, Parking",Half Board,Non veg without Beef,False,2176,317,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,12:00
JPN6330,Urban Oasis Hotel,Madrid,158,Budget,9000,"Room Service, Spa, Free Breakfast",All-Inclusive,Veg,False,2557,2,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,10:00
JPN6331,Urban Oasis Hotel,Prague,146,Budget,6000,"Pet-friendly, Business Center, Restaurant, Fitness Center, Wi-Fi",Full Board,Vegan,True,1530,446,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,12:00
JPN6332,Royal Garden Hotel,Warsaw,29,Luxury,35000,"Fitness Center, Business Center, Free Breakfast",Half Board,Both,False,4120,216,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,10:00
JPN6333,Royal Garden Hotel,Dubai,135,Standard,17000,"Business Center, Wi-Fi, Free Breakfast, Pet-friendly, Restaurant, Bar",Full Board,Non Veg,False,3776,837,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,12:00
JPN6334,Skyline Towers,Marrakech,252,Luxury,30000,"Room Service, Free Breakfast, Parking",Full Board,Non Veg,False,2009,179,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,12:00
JPN6335,Hilltop Luxury Inn,Warsaw,18,Standard,16000,"Spa, Fitness Center, Onsen, Pet-friendly, Room Service, Free Breakfast",All-Inclusive,Vegan,False,3438,707,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,12:00
JPN6336,City Lights Inn,Berlin,155,Premium,30000,"Room Service, Bar, Wi-Fi, Spa",All-Inclusive,Non veg without Beef,False,1906,960,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,11:00
JPN6337,Central Plaza Suites,Beijing,124,Standard,16000,"Spa, Pet-friendly, Bar, Parking, Onsen",Half Board,Non veg without Beef,False,4318,112,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,11:00
JPN6338,City Lights Inn,Cape Town,197,Luxury,44000,"Business Center, Bar, Onsen, Pet-friendly, Wi-Fi, Fitness Center",Half Board,Vegan,True,2837,614,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,11:00
JPN6339,Seaside Serenity Resort,Istanbul,28,Standard,17000,"Wi-Fi, Free Breakfast, Onsen, Room Service, Parking, Pet-friendly",Half Board,Both,False,1128,949,3,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,10:00
JPN6340,Urban Oasis Hotel,Beijing,198,Budget,12000,"Bar, Business Center, Wi-Fi",Room Only,,True,1621,40,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,10:00
JPN6341,Vista Veranda,Berlin,257,Budget,10000,"Restaurant, Free Breakfast, Wi-Fi, Business Center, Bar",Bed & Breakfast,Jain,False,3721,396,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,12:00
JPN6342,Metropolitan Grand,Moscow,276,Luxury,39000,"Business Center, Parking, Fitness Center",Bed & Breakfast,Both,False,3391,415,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,12:00
JPN6343,Central Plaza Suites,Prague,87,Standard,20000,"Wi-Fi, Room Service, Onsen",Room Only,,False,1412,628,4,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,12:00
JPN6344,Seaside Serenity Resort,Marrakech,212,Standard,15000,"Spa, Fitness Center, Pet-friendly",Full Board,Non Veg,False,3607,606,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,12:00
JPN6345,The Grand Palace,Dubai,222,Standard,16000,"Business Center, Spa, Bar, Room Service, Onsen",Full Board,Non veg without Beef,True,1466,95,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,11:00
JPN6346,Metropolitan Grand,Cairo,300,Luxury,31000,"Bar, Room Service, Wi-Fi, Pet-friendly, Free Breakfast",Bed & Breakfast,Both,True,4574,634,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,11:00
JPN6347,The Grand Palace,Amsterdam,265,Standard,19000,"Free Breakfast, Pet-friendly, Parking, Spa, Fitness Center",Full Board,Jain,False,735,681,3,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,10:00
JPN6348,Lakeside Retreat,Madrid,174,Standard,15000,"Pet-friendly, Free Breakfast, Restaurant, Room Service",Full Board,Non veg without Beef,False,2682,703,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,12:00
JPN6349,Urban Oasis Hotel,Edinburgh,160,Luxury,56000,"Bar, Fitness Center, Restaurant, Wi-Fi",Half Board,Veg,False,3139,916,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,12:00
JPN6350,Palm Grove Resort,Stockholm,148,Premium,29000,"Parking, Free Breakfast, Pet-friendly, Room Service, Onsen",Room Only,,False,165,674,1,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,12:00
JPN6351,Skyline Towers,Vienna,291,Luxury,31000,"Wi-Fi, Pet-friendly, Parking, Room Service, Business Center",Full Board,Non veg without Beef,False,1256,874,3,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN6352,Lakeside Retreat,Mumbai,70,Budget,8000,"Parking, Onsen, Fitness Center, Room Service",All-Inclusive,Veg,False,943,57,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,12:00
JPN6353,Golden Bay Resort,Warsaw,234,Budget,8000,"Room Service, Pet-friendly, Fitness Center, Parking",Full Board,Veg,False,2605,343,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,11:00
JPN6354,Skyline Towers,Los Angeles,279,Budget,11000,"Free Breakfast, Pet-friendly, Parking",Bed & Breakfast,Jain,True,3382,715,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,11:00
JPN6355,Palm Grove Resort,Toronto,163,Budget,11000,"Bar, Fitness Center, Pet-friendly, Onsen, Free Breakfast, Business Center",Half Board,Both,True,3184,266,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN6356,The Grand Palace,Mumbai,27,Budget,6000,"Pet-friendly, Parking, Fitness Center",Room Only,,True,1700,527,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,10:00
JPN6357,Pine Hill Haven,Bangkok,121,Budget,6000,"Onsen, Pet-friendly, Spa, Restaurant, Fitness Center",Full Board,Vegan,False,1356,739,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,11:00
JPN6358,Golden Bay Resort,Tokyo,192,Standard,19000,"Free Breakfast, Spa, Restaurant, Parking, Pet-friendly, Bar",All-Inclusive,Both,True,3905,912,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,10:00
JPN6359,Vista Veranda,Seoul,242,Budget,5000,"Fitness Center, Parking, Room Service, Business Center, Onsen",Full Board,Both,True,1721,591,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,11:00
JPN6360,Central Plaza Suites,Mumbai,288,Standard,12000,"Pet-friendly, Spa, Restaurant",Room Only,,False,4887,673,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,10:00
JPN6361,Royal Garden Hotel,Stockholm,104,Budget,5000,"Fitness Center, Room Service, Onsen, Free Breakfast, Restaurant, Parking",All-Inclusive,Jain,True,4742,363,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,12:00
JPN6362,Vista Veranda,Kuala Lumpur,223,Budget,11000,"Fitness Center, Free Breakfast, Parking, Restaurant, Bar",Room Only,,False,2010,338,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,11:00
JPN6363,Urban Oasis Hotel,Lisbon,15,Standard,13000,"Parking, Spa, Fitness Center, Business Center, Free Breakfast, Bar",Bed & Breakfast,Jain,True,1475,795,4,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,11:00
JPN6364,City Lights Inn,Stockholm,229,Budget,6000,"Onsen, Room Service, Free Breakfast, Restaurant, Bar",Room Only,,False,1767,317,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,12:00
JPN6365,The Heritage Palace,London,51,Standard,16000,"Business Center, Pet-friendly, Restaurant",All-Inclusive,Non veg without Beef,True,795,53,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,10:00
JPN6366,Vista Veranda,Madrid,233,Standard,18000,"Business Center, Parking, Onsen, Wi-Fi, Fitness Center, Bar",All-Inclusive,Jain,True,1232,751,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,11:00
JPN6367,Lakeside Retreat,Bangkok,124,Budget,7000,"Parking, Pet-friendly, Business Center, Spa, Bar",Room Only,,True,3391,885,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,10:00
JPN6368,Palm Grove Resort,Brussels,281,Standard,17000,"Bar, Parking, Onsen",All-Inclusive,Both,True,765,115,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,10:00
JPN6369,The Grand Palace,Singapore,259,Luxury,43000,"Spa, Parking, Free Breakfast, Fitness Center",Full Board,Non veg without Beef,True,156,344,2,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,12:00
JPN6370,Mountain View Lodge,Istanbul,145,Budget,8000,"Fitness Center, Free Breakfast, Spa, Room Service",Half Board,Jain,True,1009,126,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,11:00
JPN6371,Sunset Boulevard Hotel,Rio de Janeiro,276,Budget,7000,"Fitness Center, Pet-friendly, Wi-Fi, Business Center",All-Inclusive,Veg,True,4685,612,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,12:00
JPN6372,Azure Coast Retreat,Brussels,111,Budget,11000,"Restaurant, Bar, Room Service, Business Center",Bed & Breakfast,Non veg without Beef,False,3826,629,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN6373,City Lights Inn,Berlin,183,Premium,24000,"Onsen, Pet-friendly, Fitness Center, Parking, Spa, Wi-Fi",Half Board,Jain,False,3286,664,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,10:00
JPN6374,Skyline Towers,Edinburgh,103,Budget,11000,"Room Service, Business Center, Free Breakfast, Parking",All-Inclusive,Non veg without Beef,True,3936,817,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,11:00
JPN6375,Skyline Towers,Edinburgh,243,Budget,10000,"Fitness Center, Business Center, Bar",All-Inclusive,Both,True,4025,702,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,10:00
JPN6376,Golden Bay Resort,London,263,Budget,5000,"Parking, Bar, Wi-Fi",Full Board,Non veg without Beef,False,186,326,2,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,10:00
JPN6377,The Grand Palace,Cape Town,280,Budget,9000,"Restaurant, Bar, Business Center",Full Board,Vegan,True,2155,369,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,10:00
JPN6378,Royal Garden Hotel,Toronto,261,Standard,12000,"Spa, Bar, Free Breakfast, Pet-friendly",Full Board,Non Veg,True,554,837,2,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,12:00
JPN6379,Seaside Serenity Resort,London,153,Premium,24000,"Fitness Center, Business Center, Wi-Fi, Parking",Room Only,,True,3137,873,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,11:00
JPN6380,Ocean Pearl Inn,Seoul,269,Premium,29000,"Parking, Free Breakfast, Room Service, Pet-friendly",All-Inclusive,Non veg without Beef,False,274,317,3,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,12:00
JPN6381,Golden Bay Resort,Amsterdam,82,Budget,6000,"Onsen, Bar, Room Service",All-Inclusive,Vegan,True,4022,481,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,11:00
JPN6382,Pine Hill Haven,Singapore,126,Budget,9000,"Fitness Center, Parking, Restaurant",All-Inclusive,Jain,True,833,600,3,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,11:00
JPN6383,Metropolitan Grand,Barcelona,263,Premium,29000,"Spa, Fitness Center, Onsen",Full Board,Non Veg,False,4727,962,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,10:00
JPN6384,City Lights Inn,Toronto,11,Premium,21000,"Business Center, Parking, Pet-friendly, Fitness Center",Bed & Breakfast,Non Veg,True,2451,946,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,11:00
JPN6385,Vista Veranda,Cape Town,86,Budget,10000,"Parking, Wi-Fi, Pet-friendly",Bed & Breakfast,Veg,False,4572,992,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN6386,Pine Hill Haven,Budapest,35,Budget,7000,"Wi-Fi, Business Center, Restaurant, Onsen, Pet-friendly, Room Service",Bed & Breakfast,Non Veg,False,4542,747,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,12:00
JPN6387,Central Plaza Suites,Toronto,89,Luxury,49000,"Business Center, Spa, Fitness Center",Bed & Breakfast,Veg,True,70,16,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN6388,Vista Veranda,Edinburgh,199,Premium,21000,"Bar, Parking, Spa, Pet-friendly, Restaurant, Fitness Center",Bed & Breakfast,Vegan,False,3842,506,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,10:00
JPN6389,Hilltop Luxury Inn,Prague,239,Budget,9000,"Pet-friendly, Bar, Onsen",Room Only,,True,667,661,3,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN6390,Palm Grove Resort,Los Angeles,123,Standard,16000,"Fitness Center, Free Breakfast, Wi-Fi",Room Only,,False,3123,382,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN6391,Mountain View Lodge,Bangkok,247,Standard,18000,"Bar, Business Center, Wi-Fi",Half Board,Both,True,2761,595,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,12:00
JPN6392,Seaside Serenity Resort,Singapore,93,Standard,18000,"Parking, Bar, Onsen, Room Service, Pet-friendly",Half Board,Non veg without Beef,True,1168,778,4,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,11:00
JPN6393,City Lights Inn,Rio de Janeiro,75,Standard,19000,"Business Center, Bar, Wi-Fi, Fitness Center, Onsen, Free Breakfast",Bed & Breakfast,Non veg without Beef,False,2802,115,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,11:00
JPN6394,The Grand Palace,Moscow,169,Standard,18000,"Fitness Center, Free Breakfast, Spa, Restaurant, Onsen",All-Inclusive,Vegan,True,2292,704,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
JPN6395,Golden Bay Resort,Amsterdam,218,Standard,16000,"Parking, Business Center, Bar, Onsen, Wi-Fi",Half Board,Non Veg,True,1216,957,3,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,10:00
JPN6396,Vista Veranda,Los Angeles,141,Luxury,60000,"Fitness Center, Spa, Onsen",Bed & Breakfast,Non veg without Beef,False,516,577,3,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,10:00
